 Provided by Hockey-Reference.com
No.,Player,Pos,Ht,Wt,S/C,Exp,Birth Date,Player-additional
44,Matt Bartkowski,D,6-1,203,L/-,9,June 4 1988,bartkma01
25,Jonas Brodin,D,6-1,198,L/-,7,July 12 1993,brodijo01
6,Ryan Donato,C,6-0,192,L/-,2,April 9 1996,donatry01
40,Devan Dubnyk,G,6-6,224,-/L,10,May 4 1986,dubnyde01
24,Mathew Dumba,D,6-0,182,R/-,6,July 25 1994,dumbama01
28,Gabriel Dumont,C,5-10,195,R/-,6,October 6 1990,dumonga01
14,Joel Eriksson Ek,C,6-1,208,L/-,3,January 29 1997,eriksjo02
22,Kevin Fiala,LW,5-10,204,L/-,5,July 22 1996,fialake01
17,Marcus Foligno,LW,6-3,228,L/-,8,August 10 1991,foligma01
27,Alex Galchenyuk,C,6-1,194,L/-,7,February 12 1994,galchal01
18,Jordan Greenway,LW,6-6,227,L/-,2,February 16 1997,greenjo02
38,Ryan Hartman,RW,6-0,181,R/-,5,September 20 1994,hartmry01
77,Brad Hunt,D,5-9,177,L/-,6,August 24 1988,huntbr01
41,Luke Johnson,C,6-0,180,R/-,1,September 19 1994,johnslu01
31,Kaapo Kahkonen,G,6-2,215,L/-,R,August 16 1996,kahkoka01
9,Mikko Koivu (C),C,6-3,213,L/-,14,March 12 1983,koivumi01
19,Luke Kunin,C,6-0,195,R/-,2,December 4 1997,kuninlu01
26,Gerald Mayhew,F,5-9,170,R/-,R,December 31 1992,mayhege01
61,Brennan Menell,D,5-11,177,R/-,R,May 24 1997,menelbr01
11,Zach Parise,LW,5-11,195,L/-,14,July 28 1984,parisza01
29,Greg Pateryn,D,6-2,221,R/-,6,June 20 1990,patergr01
49,Victor Rask,C,6-2,200,L/-,5,March 1 1993,raskvi01
55,Nick Seeler,D,6-2,201,L/-,2,June 3 1993,seeleni01
21,Carson Soucy,D,6-5,211,L/-,1,July 27 1994,soucyca01
46,Jared Spurgeon,D,5-9,167,R/-,9,November 29 1989,spurgja01
12,Eric Staal,C,6-4,195,L/-,15,October 29 1984,staaler01
32,Alex Stalock,G,5-11,170,L/L,8,July 28 1987,staloal01
7,Nico Sturm,C,6-3,206,L/-,1,May 3 1995,sturmni01
20,Ryan Suter,D,6-1,200,L/-,14,January 21 1985,suterry01
36,Mats Zuccarello,LW,5-8,184,L/-,9,September 1 1987,zuccama01
16,Jason Zucker,LW,5-11,192,L/-,8,January 16 1992,zuckeja01
