Player,Pos,GP,G,A,+/-,PIM,S,TOI,BLK,HIT,FOW,FOL,id
Nicholas Abruzzese,C,9,1,0,-1,2,8,92,3,7,2,5,abruzni01
Noel Acciari,C,20,3,5,2,11,32,240,16,48,84,82,acciano01
Calen Addison,D,15,2,2,-4,2,17,207,6,12,0,0,addisca01
Andrew Agozzino,LW,1,0,0,0,0,1,7,0,4,1,2,agozzan01
Jack Ahcan,D,6,1,0,-3,0,5,96,5,8,0,0,ahcanja01
Sebastian Aho,F,79,37,44,18,38,221,1497,23,76,555,504,ahose01
Sebastian Aho,D,36,2,10,-6,10,34,592,42,32,0,0,ahose02
Alexander Alexeyev,D,1,0,0,0,2,0,11,0,1,0,0,alexeal01
Wade Allison,RW,1,0,0,-1,0,2,8,0,1,0,0,alliswa01
Michael Amadio,C,56,11,7,1,15,64,681,16,42,30,42,amadimi01
Joey Anderson,RW,5,0,0,0,0,10,44,0,3,0,0,anderjo08
Josh Anderson,RW,69,19,13,-25,65,151,1189,35,153,20,22,anderjo05
Michael Anderson,D,57,2,6,6,8,58,1147,69,133,0,0,andermi02
Jaret Anderson-Dolan,C,7,0,0,-3,4,5,97,3,12,9,7,anderja01
Lias Andersson,C,20,1,1,-7,12,29,212,3,23,21,26,anderli01
Rasmus Andersson,D,82,4,46,30,28,152,1859,125,63,0,0,anderra01
Andy Andreoff,LW,6,1,0,-1,0,6,60,1,11,9,8,andrean01
Anthony Angello,C,4,0,0,0,2,2,27,0,13,0,1,angelan01
Mason Appleton,C,68,8,13,-1,30,98,1012,20,64,7,15,applema01
Josh Archibald,RW,8,0,1,-2,7,4,72,2,27,2,2,archijo01
Joel Armia,RW,60,6,8,-15,14,103,823,27,104,3,14,armiajo01
Viktor Arvidsson,LW,66,20,29,1,22,227,1121,45,23,12,21,arvidvi01
Rasmus Asplund,F,80,8,19,-5,10,130,1142,14,30,26,35,asplura01
Zach Aston-Reese,C,69,5,10,9,28,78,900,42,231,4,4,astonza01
Andreas Athanasiou,C,28,11,6,7,4,71,427,10,11,13,7,athanan01
Cam Atkinson,RW,73,23,27,-2,10,215,1332,45,20,5,12,atkinca01
Ronald Attard,D,15,2,2,-2,8,16,249,17,24,0,0,attarro01
Nicolas Aube-Kubel,RW,74,11,12,11,47,87,726,18,140,3,9,aubekni01
Mikael Backlund,C,82,12,27,16,30,214,1404,27,62,621,608,backlmi01
Nicklas Backstrom,C,47,6,25,-8,12,68,822,16,16,301,348,backsni02
Brandon Baddock,LW,1,0,0,0,0,0,8,0,6,0,0,baddobr01
Sven Baertschi,LW,1,0,0,-1,0,1,14,0,0,0,0,baertsv01
Kevin Bahl,D,17,1,3,-6,10,16,268,15,28,0,0,bahlke01
Josh Bailey,C,74,14,30,-7,6,87,1250,26,19,43,67,bailejo01
Justin Bailey,RW,14,0,0,-5,6,16,127,6,12,0,1,baileju01
Rudolfs Balcers,LW,61,11,12,-3,20,98,917,43,115,8,12,balceru01
Alexander Barabanov,F,70,10,29,-5,14,103,1203,39,53,0,1,barabal01
Ivan Barbashev,C,81,26,34,4,40,111,1332,28,160,131,197,barbaiv01
Riley Barber,RW,4,0,0,-2,2,4,34,1,3,0,0,barberi01
Aleksander Barkov,C,67,39,49,36,18,214,1360,42,50,713,539,barkoal01
Alex Barre-Boulet,F,16,3,3,0,4,16,176,3,10,6,9,barreal01
Tyson Barrie,D,73,7,34,3,18,149,1384,73,27,0,0,barrity01
Justin Barron,D,7,1,1,-3,0,13,120,5,5,0,0,barroju01
Morgan Barron,C,27,2,3,-4,8,33,265,8,49,30,24,barromo01
Mathew Barzal,C,73,15,44,-15,18,161,1315,17,36,234,271,barzama01
Nathan Bastian,RW,72,12,6,-12,65,97,857,40,210,23,25,bastina01
Drake Batherson,C,46,17,27,4,32,110,871,15,89,18,25,bathedr01
Gavin Bayreuther,D,43,0,8,0,22,44,561,45,50,0,0,bayrega01
Jay Beagle,RW,33,1,1,-20,27,24,455,16,50,265,199,beaglja01
Jake Bean,D,67,7,18,-5,26,90,1378,71,41,0,0,beanja01
Ethan Bear,D,58,5,9,1,20,97,933,41,55,0,0,bearet01
Nicolas Beaudin,D,2,0,0,-1,0,1,12,1,0,0,0,beaudni01
Nathan Beaulieu,D,24,0,4,-7,25,24,258,19,19,0,0,beaulna01
Anthony Beauvillier,LW,75,12,22,-10,12,154,1263,20,39,4,6,beauvan01
Adam Beckman,LW,3,0,1,-1,2,4,31,1,1,0,0,beckmad01
Pierre-Edouard Bellemare,LW,80,9,11,24,19,72,1101,44,88,483,452,bellepi01
Kieffer Bellows,LW,45,6,13,-1,19,79,534,14,103,0,1,belloki01
Alex Belzile,F,11,0,0,0,4,13,114,5,17,8,11,belzial01
Emil Bemstrom,C,41,6,5,-1,4,62,431,6,36,2,2,bemstem01
Matthew Beniers,C,10,3,6,-1,0,18,169,4,7,39,53,beniema01
Jamie Benn,LW,82,18,28,-13,88,182,1373,60,143,492,399,bennja01
Jordie Benn,D,39,1,7,1,10,37,584,41,51,0,0,bennjo01
Sam Bennett,C,71,28,21,27,74,241,1203,27,119,411,466,bennesa01
Matt Benning,D,65,0,11,-24,39,61,1062,67,82,0,0,bennima01
Simon Benoit,D,53,1,4,-5,22,45,747,39,168,0,0,benoisi01
Tyler Benson,LW,29,1,1,-5,18,18,248,3,45,0,1,bensoty01
Patrice Bergeron,C,73,25,40,26,32,293,1326,45,78,991,609,bergepa01
Jacob Bernard-Docker,D,8,0,1,1,4,6,118,3,4,0,0,bernaja01
Tyler Bertuzzi,LW,68,30,32,-11,47,180,1351,41,65,6,17,bertuty01
Alex Biega,D,2,0,0,-2,0,2,26,1,5,0,0,biegaal01
Brandon Biro,F,1,0,0,0,0,0,14,0,1,0,0,birobr01
Clark Bishop,C,9,0,1,-3,6,8,75,3,12,3,3,bishocl01
Anders Bjork,LW,58,5,3,-14,10,51,698,16,11,1,4,bjorkan01
Kasper Bjorkqvist,RW,6,1,0,-1,2,8,50,2,9,0,0,bjorkka01
Oliver Bjorkstrand,RW,80,28,29,-35,16,215,1436,31,85,10,13,bjorkol01
Tobias Bjornfot,D,70,0,8,-12,6,53,1173,58,61,0,0,bjornto01
Nick Bjugstad,C,57,7,6,-2,20,81,585,14,99,141,114,bjugsni01
Colin Blackwell,C,58,10,10,0,14,77,692,24,91,83,86,blackco01
Sammy Blais,LW,14,0,4,3,17,17,188,8,37,1,4,blaissa01
Nick Blankenburg,D,7,1,2,-3,4,13,123,12,19,0,0,blankni01
Anton Blidh,LW,32,2,7,-3,24,28,343,17,82,0,3,blidhan01
Teddy Blueger,C,65,9,19,12,10,93,976,32,87,357,315,bluegte01
Brock Boeser,RW,71,23,23,-5,20,195,1321,26,35,27,26,boesebr01
Zach Bogosian,D,48,3,5,2,53,60,737,34,114,0,0,bogosza01
Matt Boldy,LW,47,15,24,17,10,113,723,24,23,9,15,boldyma01
Nick Bonino,C,80,16,10,-25,18,137,1336,102,34,475,450,boninni01
Adam Boqvist,D,52,11,11,-11,12,64,886,47,26,0,0,boqviad01
Jesper Boqvist,C,56,10,13,-9,10,74,735,16,31,168,282,boqvije01
Thomas Bordeleau,C,8,0,5,-1,0,13,125,4,3,40,49,bordeth01
William Borgen,D,36,2,6,1,28,49,550,33,89,0,0,borgewi01
Henrik Borgstrom,C,52,4,3,-14,22,41,547,19,26,82,122,borgshe01
Mark Borowiecki,D,57,0,4,-9,151,45,747,79,196,0,0,borowma01
Robert Bortuzzo,D,73,1,5,-4,36,47,1003,98,135,0,0,borturo01
Evan Bouchard,D,81,12,31,10,28,205,1604,112,80,0,0,bouchev01
Madison Bowey,D,2,0,0,-3,0,0,31,2,4,0,0,boweyma01
Travis Boyd,C,74,17,18,-10,34,88,1222,55,71,420,507,boydtr01
Brian Boyle,C,66,11,10,6,27,87,712,39,95,165,200,boylebr01
Tyler Bozak,C,50,3,9,-11,14,46,609,21,20,175,212,bozakty01
Erik Brannstrom,D,53,0,14,-17,30,86,1048,59,39,0,0,branner01
Derick Brassard,C,46,8,11,4,16,62,594,6,82,169,161,brassde01
Jesper Bratt,W,76,26,47,0,16,197,1325,30,26,0,3,brattje01
Justin Braun,D,69,6,12,2,36,73,1349,121,87,0,0,braunju01
Bobby Brink,RW,10,0,4,-5,0,18,154,2,15,3,1,brinkbo01
Guillaume Brisebois,D,1,0,0,-1,0,0,4,1,0,0,0,brisegu01
Philip Broberg,D,23,1,2,-8,8,29,310,10,10,0,0,brobeph01
T.J. Brodie,D,82,4,24,20,34,68,1748,106,53,0,0,broditj01
Jonas Brodin,D,73,5,25,9,18,126,1711,126,42,0,0,brodijo01
Jonny Brodzinski,C,22,1,1,1,10,34,239,8,8,49,48,brodzjo01
Adam Brooks,C,25,2,1,2,2,14,224,6,11,23,34,brookad01
Connor Brown,RW,64,10,29,-15,10,121,1284,37,14,48,85,brownco02
Dustin Brown,RW,64,9,19,-3,20,146,943,20,88,2,8,browndu01
Josh Brown,D,52,0,6,-7,37,45,739,62,118,0,0,brownjo01
Logan Brown,C,39,4,7,-3,8,34,397,13,22,66,102,brownlo01
Patrick Brown,C,44,4,5,-16,11,51,547,36,100,242,172,brownpa02
Jacob Bryson,D,73,1,9,-9,12,43,1338,73,55,0,0,brysoja01
Pavel Buchnevich,LW,73,30,46,29,34,199,1336,15,57,13,26,buchnpa01
Connor Bunnaman,F,15,0,0,-7,4,10,150,2,17,57,50,bunnaco01
Michael Bunting,LW,79,23,40,27,80,175,1228,21,85,8,8,buntimi01
Andre Burakovsky,LW,80,22,39,12,18,149,1301,34,49,8,12,burakan01
Brent Burns,D,82,10,44,-15,42,203,2144,150,55,0,1,burnsbr01
Kyle Burroughs,D,42,1,4,-3,39,39,543,59,122,0,0,burroky01
Will Butcher,D,37,2,6,-10,0,35,610,32,11,0,0,butchwi01
Quinton Byfield,C,40,5,5,-7,20,39,486,11,20,124,149,byfiequ01
Bowen Byram,D,30,5,12,7,12,49,564,26,53,0,0,byrambo01
Paul Byron,LW,27,4,3,-8,2,33,340,7,66,33,36,byronpa01
Drake Caggiula,LW,18,2,3,-4,4,23,263,7,17,1,3,caggidr01
Kyle Capobianco,D,45,2,7,-12,38,40,720,46,43,0,0,capobky01
Michael Carcone,F,21,4,2,-8,14,36,259,7,31,0,7,carcomi01
Brandon Carlo,D,79,6,9,2,31,125,1557,104,143,0,0,carlobr01
John Carlson,D,78,17,54,13,20,195,1857,112,73,0,0,carlsjo01
Gabriel Carlsson,D,38,2,7,6,10,18,466,33,27,0,0,carlsga01
Lucas Carlsson,D,40,3,6,3,10,41,508,29,39,0,0,carlslu01
Ryan Carpenter,C,67,3,9,-11,36,67,843,44,136,200,188,carpery01
Sam Carrick,C,64,11,8,-12,85,80,734,21,122,204,209,carrisa01
Alexandre Carrier,D,77,3,27,26,50,95,1616,124,95,0,1,carrial01
William Carrier,LW,63,9,11,7,34,120,732,24,159,4,4,carriwi01
Jeff Carter,C,76,19,26,-8,38,200,1343,50,99,648,489,carteje01
Jackson Cates,C,11,1,0,-2,0,8,100,3,4,20,13,catesja01
Noah Cates,LW,16,5,4,4,4,23,212,6,21,0,7,catesno01
Cole Caufield,RW,67,23,20,-24,10,188,1118,7,18,5,5,caufico01
Cody Ceci,D,78,5,23,8,14,102,1630,121,117,0,0,cecico01
Erik Cernak,D,55,1,12,7,46,86,1053,73,165,0,0,cernaer01
Thomas Chabot,D,59,7,31,-3,26,173,1545,93,73,0,0,chaboth01
Mitchell Chaffee,F,2,0,0,1,0,1,15,0,7,0,0,chaffmi01
Zdeno Chara,D,72,2,12,8,85,81,1349,90,125,0,0,charazd01
Jalen Chatfield,D,16,0,3,1,8,25,237,10,32,0,0,chatfja01
Ben Chiarot,D,74,9,17,-14,48,143,1691,130,157,0,0,chiarbe01
Alex Chiasson,RW,67,13,9,4,24,98,779,18,68,10,13,chiasal01
Yegor Chinakhov,RW,62,7,7,-27,16,98,775,16,50,0,6,chinaye01
Declan Chisholm,D,2,0,0,1,0,4,26,1,1,0,0,chishde01
Sasha Chmelevski,C,19,0,8,2,4,31,251,4,20,31,48,chmelal01
Dennis Cholowski,D,11,0,3,-3,2,11,174,13,5,0,0,cholode01
Jake Christiansen,D,8,1,0,1,0,4,78,6,9,0,0,chrisja01
Jakob Chychrun,D,47,7,14,-20,47,141,1081,66,51,0,0,chychja01
Filip Chytil,C,67,8,14,-1,14,135,883,27,24,135,176,chytifi01
Anthony Cirelli,C,76,17,26,15,70,146,1392,67,75,441,507,cirelan01
Casey Cizikas,C,74,10,6,-3,48,91,1017,43,138,534,427,cizikca01
Fredrik Claesson,D,9,0,0,-3,0,4,89,6,12,0,0,claesfr01
Kale Clague,D,36,2,8,-10,20,26,603,23,14,0,0,claguka01
Kyle Clifford,LW,25,1,3,-5,31,29,220,5,50,3,4,cliffky01
Connor Clifton,D,60,2,8,-2,32,80,964,62,156,0,0,cliftco01
Cal Clutterbuck,RW,59,6,9,-6,10,74,828,23,229,11,4,cluttca01
Dylan Coghlan,D,59,3,10,-5,18,108,838,61,62,0,0,coghldy01
Andrew Cogliano,LW,74,4,12,-18,20,75,938,31,104,8,13,coglian01
Ian Cole,D,75,2,17,15,83,77,1286,104,110,0,0,coleia01
Blake Coleman,C,81,16,17,16,60,212,1200,44,163,2,17,colembl01
Ross Colton,C,79,22,17,4,24,159,1011,36,153,303,278,coltoro01
Blake Comeau,RW,6,1,0,-1,4,2,69,3,13,1,0,comeabl01
J.T. Compher,LW,70,18,15,6,25,102,1143,55,31,338,319,comphj.01
Max Comtois,LW,52,6,10,-17,46,72,735,17,111,22,24,comtoma01
Kevin Connauton,D,39,1,2,-3,4,30,510,32,74,0,0,connake01
Brett Connolly,RW,9,0,1,-3,15,6,76,3,7,0,0,connobr01
Kyle Connor,LW,79,47,46,-3,4,317,1720,23,32,1,6,connoky01
Andrew Copp,C,72,21,32,15,16,183,1381,41,45,377,332,coppan01
Paul Cotter,C,7,2,0,1,6,11,62,1,17,0,1,cottepa01
Nick Cousins,C,68,9,13,-8,31,103,848,28,66,23,26,cousini01
Logan Couture,C,77,23,33,-11,18,199,1458,58,92,621,654,coutulo01
Sean Couturier,C,29,6,11,-6,14,79,591,18,22,238,190,coutuse01
Charlie Coyle,C,82,16,28,-6,32,131,1427,39,84,540,560,coylech01
Dylan Cozens,C,79,13,25,-19,55,160,1256,22,35,383,457,cozendy01
Joseph Cramarossa,C,1,0,1,0,2,1,7,0,1,0,0,cramajo01
Kyle Criscuolo,C,6,0,2,1,2,5,57,1,6,4,9,criscky01
Sidney Crosby,C,69,31,53,19,32,208,1378,37,50,760,690,crosbsi01
Lawson Crouse,LW,65,20,14,-9,52,131,1133,36,181,16,32,crousla01
Austin Czarnik,C,17,2,5,5,0,14,185,7,3,23,36,czarnau01
Kirby Dach,C,70,9,17,-18,43,116,1263,44,49,179,366,dachki01
Evgenii Dadonov,RW,78,20,23,4,18,177,1234,25,65,1,4,dadonev01
Jonathan Dahlen,C,61,12,10,-25,12,105,841,34,16,0,1,dahlejo01
Rasmus Dahlin,D,80,13,40,-22,68,170,1921,91,121,0,0,dahlira01
Carl Dahlstrom,D,3,0,2,2,2,4,41,2,1,0,0,dahlsca01
Michael Dal Colle,LW,1,0,0,1,0,2,15,0,0,0,0,dalcomi01
Zac Dalpe,RW,1,0,0,-1,0,0,6,1,2,1,3,dalpeza01
Riley Damiani,C,7,1,1,0,2,10,60,0,4,7,7,damiari01
Phillip Danault,C,79,27,24,14,38,194,1432,49,74,676,586,danauph01
Justin Danforth,RW,45,10,4,-5,10,72,566,22,85,107,92,danfoju01
Laurent Dauphin,C,38,4,8,-10,25,50,505,27,31,104,143,dauphla01
Jeremy Davies,D,6,0,2,-5,2,5,74,1,5,0,0,davieje01
Sean Day,D,2,0,0,-2,0,2,21,2,4,0,0,dayse01
Calvin de Haan,D,69,4,4,-21,33,107,1308,172,146,0,0,dehaaca01
Chase De Leo,C,2,0,0,-1,0,2,16,0,5,0,2,deleoch01
Anthony DeAngelo,D,64,10,41,30,56,151,1268,59,41,0,0,deangan01
Alex DeBrincat,RW,82,41,37,-13,19,270,1710,35,101,24,40,debrial01
Jake DeBrusk,LW,77,25,17,6,10,184,1158,25,62,10,12,debruja01
Danny DeKeyser,D,59,0,11,-8,26,57,1092,102,49,0,0,dekeyda01
Michael Del Zotto,D,26,3,10,-4,4,35,475,34,42,0,0,delzomi01
Ty Dellandrea,C,1,0,0,-1,0,1,11,0,3,1,2,dellaty01
Dylan DeMelo,D,76,1,12,10,28,78,1406,108,113,0,0,demeldy01
Grigori Denisenko,LW,1,0,0,0,2,3,16,2,1,0,0,denisgr01
Travis Dermott,D,60,2,5,9,14,46,920,46,55,0,0,dermotr01
Nicolas Deslauriers,LW,81,8,5,-11,113,90,921,49,263,1,3,deslani01
Connor Dewar,C,35,2,4,-4,25,44,346,22,48,62,71,dewarco01
Jason Dickinson,C,62,5,6,-1,19,66,809,43,101,123,166,dickija01
Brenden Dillon,D,79,3,17,16,67,85,1488,108,212,0,0,dillobr01
Cam Dineen,D,34,0,7,-16,4,52,532,44,22,0,0,dineeca01
Noah Dobson,D,80,13,38,-3,18,190,1717,154,78,0,0,dobsono01
Max Domi,LW,72,11,28,10,55,104,939,9,24,39,47,domima01
Ryan Donato,C,74,16,15,-13,40,159,1021,17,70,15,23,donatry01
Joonas Donskoi,RW,75,2,20,-10,14,89,1113,31,36,5,9,donskjo01
Pavel Dorofeyev,LW,2,0,0,-1,2,1,13,1,0,0,0,dorofpa01
Drew Doughty,D,39,7,24,4,30,99,1004,53,60,0,0,doughdr01
Nic Dowd,C,64,10,14,10,44,90,913,53,139,506,437,dowdni01
Justin Dowling,C,22,2,2,-3,2,17,211,9,10,21,19,dowliju01
Leon Draisaitl,C,80,55,55,17,40,278,1788,25,53,887,774,draisle01
Hunter Drew,D,2,0,0,0,5,0,20,0,5,0,0,drewhu01
Sheldon Dries,C,11,2,1,-3,0,17,113,6,9,7,14,driessh01
Jonathan Drouin,LW,34,6,14,-9,23,62,581,11,27,31,35,drouijo01
Jack Drury,C,2,2,0,3,2,6,32,2,4,12,3,druryja01
Jamie Drysdale,D,81,4,28,-26,16,137,1610,72,40,0,0,drysdja01
Dillon Dube,C,79,18,14,1,20,143,1014,15,87,92,102,dubedi01
Pierre-Luc Dubois,LW,81,28,32,-6,106,233,1533,43,112,532,603,duboipi01
Matt Duchene,C,78,43,43,6,38,228,1483,28,31,119,101,duchema01
Anthony Duclair,LW,74,31,27,19,30,167,1110,16,38,1,1,duclaan01
Walker Duehr,F,1,0,0,0,0,0,9,0,0,0,0,duehrwa01
Brandon Duhaime,RW,80,6,11,-2,122,91,817,18,201,8,20,duhaibr01
Mathew Dumba,D,57,7,20,9,47,116,1317,84,114,0,0,dumbama01
Brian Dumoulin,D,76,3,15,24,24,91,1658,139,88,0,0,dumoubr01
Vince Dunn,D,73,7,28,-21,63,121,1509,82,76,0,0,dunnvi02
Sean Durzi,D,64,3,24,-9,55,119,1254,121,74,0,0,durzise01
Christian Dvorak,C,56,11,22,-19,24,87,973,52,32,548,419,dvorach01
Ryan Dzingel,C,32,5,3,-5,35,32,439,9,20,65,88,dzingry01
Cody Eakin,C,69,4,8,-15,22,74,938,29,33,482,378,eakinco01
Jordan Eberle,RW,79,21,23,-28,14,164,1418,40,48,6,14,eberljo01
Alexander Edler,D,41,3,16,18,34,54,757,70,56,0,0,edleral01
Joel Edmundson,D,24,3,3,-1,35,32,470,45,61,0,0,edmunjo01
Nikolaj Ehlers,LW,62,28,27,18,20,245,1120,27,32,2,1,ehlerni01
Jack Eichel,C,34,14,11,3,10,133,659,35,45,184,195,eicheja01
Aaron Ekblad,D,61,15,42,38,26,180,1520,69,62,0,0,ekblaaa01
Mattias Ekholm,D,76,6,25,14,44,145,1784,96,79,0,0,ekholma01
William Eklund,LW,9,0,4,-3,2,8,129,4,4,3,5,eklunwi01
Oliver Ekman-Larsson,D,79,5,24,5,52,168,1763,79,105,0,0,ekmanol01
Remi Elie,LW,1,0,0,-2,0,2,11,0,3,0,0,eliere01
Lars Eller,C,72,13,18,-4,40,116,1161,36,95,510,521,ellerla01
Ryan Ellis,D,4,1,4,2,0,6,91,6,1,0,0,ellisry01
Turner Elson,LW,2,0,0,-1,0,1,27,1,3,0,0,elsontu01
Pierre Engvall,LW,78,15,20,13,30,154,1036,12,66,29,40,engvapi01
Tyler Ennis,C,57,8,16,-6,16,89,715,24,70,20,9,ennisty01
Mackenzie Entwistle,RW,55,5,7,-16,23,34,563,22,129,18,27,entwima01
Loui Eriksson,LW,73,3,16,-18,6,81,943,23,17,20,16,erikslo01
Joel Eriksson Ek,C,77,26,23,16,28,223,1431,44,138,697,768,eriksjo02
Adam Erne,LW,79,6,13,-22,34,108,1057,43,161,34,31,ernead01
Jake Evans,C,72,13,16,-5,22,124,1123,37,88,461,465,evansja02
Michael Eyssimont,C,1,0,0,0,0,1,6,0,0,0,0,eyssimi01
Robby Fabbri,C,56,17,13,-23,35,123,970,19,86,54,55,fabbrro01
Dante Fabbro,D,66,3,21,13,24,88,1257,105,69,0,0,fabbrda01
Samuel Fagemo,LW,4,0,0,-2,0,5,55,3,2,0,0,fagemsa01
Radek Faksa,C,77,5,14,-20,52,89,1214,68,129,383,312,faksara01
Joel Farabee,LW,63,17,17,-11,50,119,1108,38,73,41,102,farabjo01
Hudson Fasching,RW,11,0,0,-3,0,3,109,6,16,1,0,faschhu01
Jesper Fast,RW,82,14,20,24,4,97,1214,36,109,12,17,fastje01
Justin Faulk,D,76,16,31,41,43,167,1763,101,149,0,0,faulkju01
Martin Fehervary,D,79,8,9,15,26,96,1553,117,251,0,0,feherma01
Mario Ferraro,D,63,2,12,-5,16,49,1449,151,140,0,0,ferrama01
Kevin Fiala,LW,82,33,52,23,52,262,1447,21,52,4,11,fialake01
Christian Fischer,RW,53,5,5,-15,14,76,695,22,91,76,147,fischch01
Casey Fitzgerald,D,36,0,6,-19,36,41,608,35,86,0,0,fitzgca01
Trey Fix-Wolansky,RW,6,1,1,-1,0,5,38,4,7,0,0,fixwotr01
Cale Fleury,D,9,0,0,-3,0,4,131,14,19,0,0,fleurca01
Haydn Fleury,D,36,2,2,0,13,52,586,62,60,0,0,fleurha01
Warren Foegele,LW,82,12,14,-9,24,142,1034,15,127,13,15,foegewa01
Steven Fogarty,C,2,0,0,-2,2,2,21,0,0,7,10,fogarst01
Marcus Foligno,LW,74,23,19,25,112,98,1214,42,238,12,8,foligma01
Nick Foligno,LW,64,2,11,-13,61,99,798,31,164,22,17,foligni01
Callan Foote,D,56,2,7,6,29,49,735,57,83,0,0,footeca01
Nolan Foote,LW,7,3,1,3,0,10,73,1,8,0,3,footeno01
Derek Forbort,D,76,4,10,2,48,64,1376,100,133,0,0,forbode01
Alex Formenton,LW,79,18,14,-13,59,162,1221,24,101,8,12,formeal01
Filip Forsberg,C,69,42,42,12,22,226,1249,48,112,1,0,forsbfi01
Gustav Forsling,D,71,10,27,41,18,145,1507,86,45,0,0,forslgu02
Gabriel Fortier,LW,10,1,0,-2,4,14,93,5,24,1,0,fortiga01
Liam Foudy,C,1,0,0,-1,0,1,12,0,1,0,0,foudyli01
Cam Fowler,D,76,9,33,-9,14,124,1856,116,37,0,0,fowleca01
Adam Fox,D,78,11,63,18,26,158,1865,128,30,0,0,foxad01
Trent Frederic,C,60,8,10,10,57,100,699,22,119,35,54,fredetr01
Mark Friedman,D,26,1,4,1,23,27,345,25,27,0,0,friedma01
Martin Frk,RW,6,2,0,-4,2,15,84,0,11,0,0,frkma01
Jesper Froden,F,7,1,0,4,2,10,90,5,8,0,0,frodeje01
Morgan Frost,C,55,5,11,-11,14,85,766,29,44,226,241,frostmo01
Kurtis Gabriel,RW,2,0,0,0,0,0,12,0,7,0,0,gabriku01
Jonah Gadjovich,LW,43,1,2,-9,74,36,377,14,104,1,2,gadjojo01
Sam Gagner,C,81,13,18,-4,32,132,1103,25,21,142,162,gagnesa01
Alex Galchenyuk,C,60,6,15,-11,32,89,789,24,67,214,195,galchal01
Brendan Gallagher,RW,56,7,17,-7,69,142,841,29,54,13,22,gallabr01
Jakub Galvas,D,6,0,0,0,0,8,109,9,2,0,0,galvaja01
Dylan Gambrell,C,63,3,4,2,12,58,765,39,103,295,309,gambrdy01
Rhett Gardner,C,4,0,0,-1,0,0,32,1,5,5,6,gardnrh01
Conor Garland,RW,77,19,33,18,36,203,1263,22,52,5,5,garlaco01
Adam Gaudette,C,58,5,9,-9,17,94,657,10,72,56,71,gaudead01
Frederick Gaudreau,C,76,14,30,12,8,132,1240,43,48,461,461,gaudrfr01
Johnny Gaudreau,LW,82,40,75,64,26,262,1523,9,10,1,0,gaudrjo01
Brendan Gaunce,C,30,5,2,2,12,44,243,9,42,66,60,gauncbr01
Frederik Gauthier,C,8,0,0,-1,0,4,89,3,16,33,42,gauthfr01
Julien Gauthier,RW,49,3,4,-9,8,69,505,14,98,1,2,gauthju01
Vladislav Gavrikov,D,80,5,28,-3,68,108,1783,138,124,0,0,gavrivl01
Glenn Gawdin,C,2,0,0,0,2,3,18,1,1,3,8,gawdigl01
Morgan Geekie,C,73,7,15,-16,18,97,920,23,55,351,318,geekimo01
Mason Geertsen,D,25,0,0,-6,77,12,174,7,58,0,0,geertma01
Timothy Gettinger,LW,8,0,0,0,0,3,76,5,15,2,2,gettiti01
Ryan Getzlaf,C,56,3,34,-14,29,104,1062,56,89,546,479,getzlry01
Mark Giordano,D,75,8,27,-9,57,151,1566,139,75,0,0,giordma01
Samuel Girard,D,67,5,23,-4,20,79,1450,90,65,0,0,girarsa01
Zemgus Girgensons,C,56,10,8,-7,27,92,828,25,81,143,144,girgeze01
Claude Giroux,C,75,21,44,-5,26,205,1430,16,68,733,483,giroucl01
Cody Glass,C,8,0,1,0,0,9,91,4,13,20,37,glassco01
Luke Glendening,C,82,9,7,-17,15,116,1157,59,179,425,299,glendlu01
Alex Goligoski,D,72,2,28,41,34,80,1363,96,56,0,0,goligal01
Barclay Goodrow,RW,79,13,20,13,69,116,1320,54,130,366,375,goodrba01
Shayne Gostisbehere,D,82,14,37,-23,26,151,1820,115,60,0,0,gostish01
Yanni Gourde,C,74,21,27,-13,45,127,1368,31,77,444,453,gourdya01
Mikael Granlund,C,80,11,53,-9,33,117,1633,45,92,569,637,granlmi01
Derek Grant,C,71,15,14,-16,27,117,1016,49,69,204,216,grantde01
Ryan Graves,D,75,6,22,-9,24,111,1554,135,90,0,0,gravery01
Anthony Greco,RW,1,0,0,0,0,5,10,1,1,0,0,grecoan01
Andy Greene,D,69,2,8,-13,10,52,1201,126,39,0,0,greenan01
Jordan Greenway,LW,62,10,17,26,69,110,903,31,155,18,31,greenjo02
A.J. Greer,LW,9,1,1,0,2,14,71,3,20,2,1,greeraj01
Noah Gregor,C,63,8,15,-21,25,156,941,49,118,12,23,gregono01
Seth Griffith,C,1,0,0,1,0,0,6,0,1,0,0,griffse01
Rocco Grimaldi,C,7,0,0,0,2,8,77,0,5,6,3,grimaro01
Jordan Gross,D,1,0,0,0,4,0,8,0,1,0,0,grossjo01
Benoit-Olivier Groulx,C,18,1,2,0,2,17,198,6,19,38,45,groulbe01
Carl Grundstrom,RW,54,9,6,4,26,83,588,19,134,6,13,grundca01
Matt Grzelcyk,D,73,4,20,22,24,118,1367,83,40,0,0,grzelma01
Radko Gudas,D,77,3,13,27,105,100,1387,118,355,0,0,gudasra01
Erik Gudbranson,D,78,6,11,15,68,129,1415,92,145,0,0,gudbrer01
Jake Guentzel,C,76,40,44,13,44,264,1527,38,72,13,12,guentja01
Brendan Guhle,D,6,0,0,0,0,6,88,4,11,0,0,guhlebr01
Denis Gurianov,RW,73,11,20,2,16,144,1036,32,67,0,0,guriade01
David Gustafsson,C,2,0,0,0,0,0,5,0,0,0,4,gustada01
