Player,Pos,GP,G,A,+/-,PIM,S,TOI,BLK,HIT,FOW,FOL,id
Damon Severson,D,80,11,35,-14,57,158,1888,92,91,0,0,severda01
Michael Sgarbossa,C,10,2,2,3,0,11,99,2,7,41,31,sgarbmi01
Yegor Sharangovich,C,76,24,22,-14,23,168,1255,26,30,89,131,sharaye01
Kevin Shattenkirk,D,82,8,27,-9,36,163,1756,135,73,0,1,shattke01
Logan Shaw,RW,17,1,2,-3,2,17,159,5,11,58,57,shawlo01
Mason Shaw,C,3,0,0,-2,5,7,27,1,6,1,2,shawma01
Riley Sheahan,C,69,4,13,6,2,69,831,28,16,263,296,sheahri01
Conor Sheary,LW,71,19,24,-2,14,129,1085,44,45,11,16,shearco01
Kiefer Sherwood,RW,11,1,1,3,0,9,94,4,12,1,0,sherwki01
Kole Sherwood,RW,1,0,0,0,0,2,8,0,3,0,0,sherwko01
Devin Shore,C,49,5,6,-4,10,36,469,21,67,102,112,shorede01
Jonas Siegenthaler,D,70,1,13,-5,42,92,1439,106,98,0,0,siegejo01
Dylan Sikura,C,5,0,1,0,0,3,50,3,0,0,0,sikurdy01
Jakob Silfverberg,LW,53,5,16,-3,30,120,903,40,16,8,16,silfvja01
Cole Sillinger,C,79,16,15,-22,37,148,1082,43,98,362,417,sillico01
Radim Simek,D,36,1,1,-13,8,25,478,39,96,0,0,simekra01
Wayne Simmonds,RW,72,5,11,-7,96,79,672,11,148,3,3,simmowa01
Dominik Simon,C,72,3,10,0,34,88,741,38,72,9,12,simondo01
Colton Sissons,C,79,7,21,2,30,87,1277,44,188,719,573,sissoco01
Jeff Skinner,LW,80,33,30,-14,42,262,1368,20,29,91,133,skinnje01
Brady Skjei,D,82,9,30,22,48,184,1734,73,95,0,0,skjeibr01
Jaccob Slavin,D,79,4,38,35,10,165,1859,121,50,0,0,slavija01
Josiah Slavin,LW,15,0,1,0,4,13,180,4,12,29,38,slavijo01
Brendan Smith,D,45,4,4,6,36,63,626,40,73,0,0,smithbr05
C.J. Smith,LW,1,0,0,-1,0,0,9,0,1,0,0,smithcj01
Cole Smith,F,8,0,0,-3,0,3,71,1,21,0,1,smithco02
Craig Smith,C,74,16,20,2,28,187,1067,28,95,4,8,smithcr01
Gemel Smith,C,3,0,1,-2,5,1,20,1,0,6,4,smithge02
Givani Smith,RW,46,4,3,-6,108,50,390,20,86,1,1,smithgi01
Nathan Smith,C,10,2,2,-1,2,14,142,6,26,38,58,smithna03
Reilly Smith,RW,56,16,22,4,8,150,996,23,55,4,4,smithre01
Ty Smith,D,66,5,15,-26,22,77,1155,73,45,0,0,smithty01
Joe Snively,F,12,4,3,3,2,21,139,3,2,0,1,snivejo01
Victor Soderstrom,D,16,0,0,-7,6,14,261,23,14,0,0,sodervi01
Egor Sokolov,F,8,0,0,-6,4,8,83,4,13,0,0,sokoleg01
Carson Soucy,D,64,10,11,7,47,97,1130,73,118,0,0,soucyca01
Blake Speers,C,2,0,0,-3,2,1,18,2,3,6,5,speerbl01
Jordan Spence,D,24,2,6,0,2,41,474,29,32,0,0,spencjo01
Jason Spezza,C,71,12,13,-3,26,97,763,24,31,305,272,spezzja01
Daniel Sprong,RW,63,14,6,0,8,153,818,12,43,0,4,spronda01
Jared Spurgeon,D,65,10,30,32,10,116,1375,83,44,0,0,spurgja01
Jordan Staal,C,78,17,19,11,18,146,1297,29,212,736,549,staaljo01
Marc Staal,D,71,3,13,-1,28,76,1237,75,94,0,0,staalma01
Steven Stamkos,C,81,42,64,24,36,241,1497,31,93,545,523,stamkst01
Logan Stanley,D,58,1,12,1,44,80,907,100,131,0,0,stanllo01
Paul Stastny,C,71,21,24,14,14,141,1263,27,27,267,205,stastpa01
Troy Stecher,D,29,1,2,-7,13,50,483,38,33,0,0,stechtr01
Sam Steel,C,68,6,14,-17,16,66,837,27,37,203,209,steelsa01
Oskar Steen,C,20,2,4,-1,6,25,221,8,32,1,5,steenos01
Alex Steeves,F,3,0,1,-1,0,2,24,1,1,0,0,steeval02
Kevin Stenlund,C,3,0,0,0,2,3,23,2,2,1,0,stenlke01
Derek Stepan,C,58,9,10,0,14,96,626,25,29,248,196,stepade01
Mitchell Stephens,C,27,0,6,-8,8,17,302,9,21,124,129,stephmi01
Chandler Stephenson,C,79,21,43,5,26,125,1526,44,68,653,602,stephch02
Riley Stillman,D,52,2,10,-8,36,49,783,67,122,0,0,stillri01
Mark Stone,RW,37,9,21,7,8,71,679,24,19,13,16,stonema01
Michael Stone,D,11,2,4,3,4,24,192,17,26,0,0,stonemi01
Anton Stralman,D,74,8,15,-16,12,95,1579,100,99,0,0,stralan01
Austin Strand,D,8,0,2,-1,0,9,122,5,7,0,0,stranau01
Dylan Strome,C,69,22,26,-6,28,126,1203,33,11,460,419,stromdy01
Ryan Strome,C,74,21,33,15,69,161,1356,19,41,363,455,stromry01
Marian Studenic,RW,33,2,2,-7,6,42,368,15,25,1,3,studema01
Jack Studnicka,C,15,0,3,-5,4,21,189,5,17,58,61,studnja01
Nico Sturm,C,74,9,11,-7,14,101,881,29,99,312,277,sturmni01
Tim Stutzle,LW,79,22,36,-27,37,176,1455,52,125,180,293,stuetti02
P.K. Subban,D,77,5,17,-8,82,114,1409,90,69,0,0,subbapk01
C.J. Suess,LW,3,0,0,0,2,0,17,5,2,2,2,frankcl01
Oskar Sundqvist,C,59,8,15,5,29,70,826,29,70,75,107,sundqos01
Andrej Sustr,D,38,1,5,-4,16,28,559,36,27,0,0,sustran01
Pius Suter,F,82,15,21,-11,22,166,1388,37,24,495,509,suterpi01
Ryan Suter,D,82,7,25,1,40,118,1940,88,46,0,0,suterry01
Nick Suzuki,C,82,21,40,-29,30,186,1682,62,89,699,711,suzukni01
Andrei Svechnikov,RW,78,30,39,19,79,249,1346,15,189,0,6,svechan01
Evgeny Svechnikov,LW,72,7,12,-4,38,78,774,22,104,3,4,svechev01
Brandon Tanev,LW,30,9,6,4,13,51,437,22,98,1,1,tanevbr01
Chris Tanev,D,82,6,22,35,22,88,1678,158,52,0,0,tanevch01
Vladimir Tarasenko,RW,75,34,48,7,32,230,1268,45,83,4,7,tarasvl01
Tomas Tatar,LW,76,15,15,-22,22,132,1127,28,75,19,31,tatarto01
John Tavares,C,79,27,49,-8,32,237,1428,44,90,813,529,tavarjo01
Matt Tennyson,D,8,0,3,0,4,5,103,4,12,0,0,tennyma01
Teuvo Teravainen,F,77,22,43,22,24,202,1363,30,15,24,20,teravte01
Troy Terry,C,75,37,30,-11,26,192,1368,27,6,1,8,terrytr01
Alexandre Texier,C,36,11,9,0,12,59,526,12,13,20,37,texieal01
Shea Theodore,D,78,14,38,6,24,205,1804,97,37,0,0,theodsh01
Robert Thomas,C,72,20,57,17,16,115,1352,25,13,562,565,thomaro01
Nate Thompson,C,33,1,2,-15,31,23,395,20,49,160,127,thompna01
Tage Thompson,C,78,38,30,-17,37,253,1395,25,66,393,582,thompta01
Tyce Thompson,RW,2,0,0,0,0,3,29,0,2,1,0,thompty01
Lassi Thomson,D,16,0,5,-8,2,18,276,9,23,0,0,thomsla01
Joe Thornton,C,34,5,5,-10,10,26,378,10,20,77,98,thornjo01
Chris Tierney,C,70,6,12,-12,14,72,869,30,42,264,267,tiernch01
Conor Timmins,D,6,0,0,-6,0,5,106,9,7,0,0,timmico01
Jarred Tinordi,D,7,1,0,-5,7,5,90,8,17,0,0,tinorja01
Owen Tippett,RW,63,10,11,-2,12,126,846,16,98,21,34,tippeow01
Vladimir Tkachev,F,4,0,2,-2,2,1,56,0,1,1,1,tkachvl02
Brady Tkachuk,LW,79,30,37,-7,117,288,1485,25,270,218,217,tkachbr01
Matthew Tkachuk,RW,82,42,62,57,68,253,1468,20,93,20,23,tkachma01
Devon Toews,D,66,13,44,52,20,158,1674,85,54,0,0,toewsde01
Jonathan Toews,C,71,12,25,-14,39,125,1241,22,25,788,548,toewsjo01
Tyler Toffoli,C,74,20,29,-5,14,195,1206,24,81,18,16,toffoty01
Eeli Tolvanen,RW,75,11,12,-7,16,151,1007,45,176,0,1,tolvaee01
Philip Tomasino,C,76,11,21,2,10,111,877,28,49,21,33,tomasph01
Dominic Toninato,C,77,7,7,1,22,44,647,32,92,87,118,tonindo01
Alexey Toropchenko,RW,28,2,0,-9,15,43,300,21,69,1,2,toropal01
Brayden Tracey,LW,1,0,0,-1,0,1,9,0,0,0,0,tracebr01
Yakov Trenin,C,80,17,7,7,46,136,1173,33,191,12,23,treniya01
Vincent Trocheck,C,81,21,30,21,78,168,1448,46,185,680,565,trochvi01
Jacob Trouba,D,81,11,28,25,88,204,1817,177,207,0,0,troubja01
Alexander True,F,8,0,0,-2,2,6,66,2,22,12,15,trueal01
Alex Tuch,RW,50,12,26,-3,14,139,920,49,32,9,14,tuchal01
Riley Tufte,LW,10,1,0,0,4,5,72,4,9,1,1,tufteri01
Alex Turcotte,C,8,0,0,0,2,13,90,2,8,12,17,turcoal02
Kyle Turris,C,23,1,3,-5,4,21,198,6,13,28,22,turriky01
T.J. Tynan,C,2,0,0,0,0,3,22,2,1,6,7,tynant.01
Urho Vaakanainen,D,29,0,6,-5,10,27,560,28,27,0,0,vaakaur01
Juuso Valimaki,D,9,0,2,0,10,11,141,9,8,0,0,valimju01
James van Riemsdyk,LW,82,24,14,-33,25,186,1321,25,34,10,14,vanrija01
Trevor van Riemsdyk,D,72,1,16,-3,40,75,1258,129,25,0,0,vanritr01
Frank Vatrano,LW,71,18,14,4,22,161,934,26,68,12,13,vatrafr01
Mike Vecchione,RW,1,0,0,-1,0,3,5,0,0,0,0,vecchmi01
Lukas Vejdemo,C,6,1,0,-3,0,10,64,4,7,13,18,vejdelu01
Joe Veleno,C,66,8,7,-14,22,73,872,25,123,222,238,velenjo01
Carter Verhaeghe,C,78,24,31,24,48,167,1252,16,50,19,10,verhaca01
Kristian Vesalainen,W,53,2,1,-8,6,43,460,14,72,0,1,vesalkr01
Jimmy Vesey,LW,68,8,7,-24,12,110,981,29,85,18,43,veseyji02
Jeffrey Viel,F,34,3,2,-2,114,30,299,11,84,4,8,vielje01
Gabriel Vilardi,C,25,5,2,-5,8,41,338,9,6,60,71,vilarga01
Alex Vlasic,D,15,1,1,-2,2,12,215,16,15,0,0,vlasial01
Marc-Edouard Vlasic,D,75,3,11,-22,18,63,1141,90,54,0,0,vlasima01
Jakub Voracek,RW,79,6,56,-13,44,147,1379,28,27,5,28,voracja01
Jakub Vrana,LW,26,13,6,-8,16,65,388,9,14,1,2,vranaja01
Chris Wagner,C,1,0,0,-1,0,2,16,0,11,0,1,wagnech01
Oliver Wahlstrom,RW,73,13,11,-6,74,157,880,19,101,6,8,wahlsol01
Nathan Walker,C,30,8,4,1,2,38,346,22,58,8,15,walkena01
Sean Walker,D,6,0,2,-1,4,18,110,9,9,0,0,walkese01
Jake Walman,D,51,3,7,-3,10,87,715,58,47,0,0,walmaja01
Reilly Walsh,D,1,0,1,0,0,2,14,2,0,0,0,walshre01
Austin Watson,LW,67,10,6,-3,91,88,803,63,213,7,13,watsoau01
Jasper Weatherby,C,50,5,6,-14,18,45,562,24,52,173,168,weathja01
MacKenzie Weegar,D,80,8,36,40,81,203,1870,156,179,0,0,weegama01
Alexander Wennberg,C,80,11,26,-26,28,95,1428,44,47,555,635,wennbal01
Zach Werenski,D,68,11,37,-15,22,216,1745,95,33,0,0,werenza01
Blake Wheeler,RW,65,17,43,-15,36,167,1270,37,62,4,17,wheelbl01
Colin White,C,24,3,7,-11,4,47,368,4,28,86,91,whiteco02
Colton White,D,27,0,4,2,8,18,358,14,24,0,0,whiteco03
Zach Whitecloud,D,59,8,11,21,20,94,1109,115,98,0,0,whiteza01
Chris Wideman,D,64,4,23,-25,67,76,952,46,44,0,0,widemch01
Maxwell Willman,C,41,4,2,-13,16,65,483,10,53,2,5,willmma01
Tom Wilson,RW,78,24,28,13,98,151,1449,55,240,22,30,wilsoto01
Luke Witkowski,D,1,0,0,0,0,0,9,0,1,0,0,witkolu01
Christian Wolanin,D,9,1,1,-1,2,5,132,13,5,0,0,wolanch01
Miles Wood,LW,3,0,0,-2,4,2,44,1,5,0,0,woodmi01
Kailer Yamamoto,RW,81,20,21,-1,40,114,1367,36,114,2,4,yamamka01
Keith Yandle,D,77,1,18,-47,14,105,1076,40,29,0,0,yandlke01
Jesse Ylonen,RW,14,2,3,2,2,16,162,4,5,0,0,yloneje01
Cameron York,D,30,3,7,-14,6,33,572,40,20,0,0,yorkca01
Pavel Zacha,C,70,15,21,-21,22,148,1179,18,80,189,188,zachapa01
Filip Zadina,RW,74,10,14,-24,10,154,1049,34,57,5,5,zadinfi01
Nikita Zadorov,D,74,4,18,11,77,106,1251,49,181,0,0,zadorni01
Nikita Zaitsev,D,62,2,9,-7,28,65,1177,103,128,0,0,zaitsni01
Yegor Zamula,D,10,0,0,-6,4,4,163,19,5,0,0,zamulye01
Jakub Zboril,D,10,0,3,1,4,13,157,10,24,0,0,zborija01
Trevor Zegras,C,75,23,38,-21,50,181,1343,27,56,217,327,zegratr01
Fabian Zetterlund,W,14,3,5,5,0,36,187,7,16,2,1,zettefa01
Mika Zibanejad,C,81,29,52,30,12,219,1591,47,67,700,638,zibanmi01
Radim Zohorna,F,17,2,4,12,4,9,176,3,23,4,8,zohorra01
Artem Zub,D,81,6,16,1,60,92,1704,124,155,0,0,zubar01
Mats Zuccarello,LW,70,24,55,21,24,159,1301,33,36,21,34,zuccama01
Jason Zucker,LW,41,8,9,-2,15,102,608,20,66,4,11,zuckeja01
