Provided by Hockey-Reference.com
No.,Player,Pos,Ht,Wt,S/C,Exp,Birth Date,Player-additional
26,Andrew Agozzino,LW,5-10,187,L/-,3,January 3 1991,agozzan01
21,David Backes,C,6-3,215,R/-,13,May 1 1984,backeda01
39-56,Sam Carrick,C,6-0,200,R/-,3,February 4 1992,carrisa01
53,Max Comtois,LW,6-2,210,L/-,1,January 8 1999,comtoma01
58,Chase De Leo,C,5-9,185,L/-,2,October 25 1995,deleoch01
44,Michael Del Zotto,D,6-0,195,L/-,10,June 24 1990,delzomi01
20,Nicolas Deslauriers,LW,6-1,220,L/-,6,February 22 1991,deslani01
29,Christian Djoos,D,6-0,169,L/-,2,August 6 1994,djoosch01
4,Cam Fowler,D,6-2,215,L/-,9,December 5 1991,fowleca01
15,Ryan Getzlaf (C),C,6-4,220,R/-,14,May 10 1985,getzlry01
36,John Gibson,G,6-2,210,-/-,6,July 14 1993,gibsojo02
38,Derek Grant,C,6-3,210,L/-,6,April 20 1990,grantde01
6-44-46,Erik Gudbranson,D,6-5,222,R/-,8,January 7 1992,gudbrer01
2,Brendan Guhle,D,6-2,190,L/-,3,July 29 1997,guhlebr01
28,Jani Hakanpaa,D,6-7,221,-/-,R,March 31 1992,hakanja01
43,Danton Heinen,C/LW,6-1,188,L/-,3,July 5 1995,heineda01
14,Adam Henrique,C,6-0,195,L/-,9,February 6 1990,henriad01
5,Korbinian Holzer,D,6-3,206,R/-,7,February 16 1988,holzeko01
52,Matt Irwin,D,6-2,189,L/-,7,November 29 1987,irwinma01
49,Max Jones,LW,6-3,216,L/-,1,February 17 1998,jonesma03
25,Ondrej Kase,RW,6-0,187,R/-,3,November 8 1995,kaseon01
32,Jacob Larsson,D,6-2,190,L/-,2,April 29 1997,larssja01
47,Hampus Lindholm,D,6-4,215,L/-,6,January 20 1994,lindhha01
48,Isac Lundestrom,C,6-0,193,L/-,1,November 6 1999,lundeis01
76,Josh Mahura,D,6-0,185,L/-,1,May 5 1998,mahurjo01
42,Josh Manson,D,6-3,218,R/-,5,October 7 1991,mansojo01
22,Sonny Milano,LW,6-0,204,L/-,4,May 12 1996,milanso01
30,Ryan Miller,G,6-2,168,-/L,16,July 17 1980,millery01
67,Rickard Rakell,RW,6-1,195,R/-,7,May 5 1993,rakelri01
37,Nick Ritchie,LW,6-2,230,L/-,4,December 5 1995,ritchni01
24,Carter Rowney,RW,6-1,208,R/-,3,May 10 1989,rowneca01
64,Kiefer Sherwood,RW,6-0,194,R/-,1,March 31 1995,sherwki01
29,Devin Shore,C,6-1,206,L/-,4,July 19 1994,shorede01
33,Jakob Silfverberg,LW,6-1,207,R/-,7,October 13 1990,silfvja01
11,Daniel Sprong,RW,6-0,200,R/-,3,March 17 1997,spronda01
34,Sam Steel,C,5-11,184,L/-,1,February 3 1998,steelsa01
31,Anthony Stolarz,G,6-6,243,-/-,2,January 20 1994,stolaan01
61,Troy Terry,C/RW,6-0,185,R/-,2,September 10 1997,terrytr01
